date,time,dryer_air_temperature,cooler_air_temperature,air_flow_rate,wet_product_feed_rate,product_inlet_temperature,residence_time,vacuum,steam_pressure,fan_speed,product_density,final_product_temp,final_moisture_h₂o,timestamp,temperature_drop,air_product_delta,air_per_feed,steam_temp_interaction,heating_index
2026-05-11,23:00:00,139.5,22.1,19.66,9.22,63.6,21.62,-1.06,4.1,78.8,1.018,45.1,0.082,2026-05-11 23:00:00,94.4,75.9,2.1323210412147504,571.9499999999999,3015.9900000000002
2026-05-12,01:00:00,140.2,20.5,20.82,9.86,63.1,22.26,-1.22,3.89,80.8,1.022,46.1,0.094,2026-05-12 01:00:00,94.1,77.1,2.111561866125761,545.3779999999999,3120.852
2026-05-12,03:00:00,140.3,21.3,19.41,9.54,61.7,21.37,-1.02,4.21,79.7,1.011,49.2,0.092,2026-05-12 03:00:00,91.10000000000001,78.60000000000001,2.0345911949685536,590.663,2998.2110000000002
2026-05-12,05:00:00,137.0,24.0,20.38,9.86,60.3,22.22,-1.1,3.89,79.8,1.027,45.4,0.094,2026-05-12 05:00:00,91.6,76.7,2.0669371196754565,532.9300000000001,3044.14
2026-05-12,07:00:00,142.2,27.6,20.68,9.64,63.3,22.51,-1.15,4.17,79.7,1.021,46.3,0.086,2026-05-12 07:00:00,95.89999999999999,78.89999999999999,2.145228215767635,592.9739999999999,3200.922
2026-05-12,09:00:00,139.6,27.9,20.52,10.04,66.8,22.29,-1.11,4.32,77.1,1.026,44.5,0.083,2026-05-12 09:00:00,95.1,72.8,2.043824701195219,603.072,3111.6839999999997
2026-05-12,11:00:00,139.7,28.9,21.04,9.3,63.4,22.08,-1.17,4.35,79.3,1.029,48.2,0.063,2026-05-12 11:00:00,91.49999999999999,76.29999999999998,2.2623655913978493,607.6949999999999,3084.5759999999996
2026-05-12,13:00:00,140.5,31.7,20.49,9.51,62.1,23.47,-0.92,4.15,76.7,1.038,46.0,0.072,2026-05-12 13:00:00,94.5,78.4,2.1545741324921135,583.075,3297.535
2026-05-12,15:00:00,139.0,28.4,20.03,9.03,60.3,23.26,-1.12,3.51,79.9,1.01,45.6,0.092,2026-05-12 15:00:00,93.4,78.7,2.2181616832779625,487.89,3233.1400000000003
2026-05-12,17:00:00,134.3,27.1,19.39,9.51,60.1,21.07,-0.92,3.77,74.8,1.018,43.1,0.118,2026-05-12 17:00:00,91.20000000000002,74.20000000000002,2.0389064143007363,506.31100000000004,2829.7010000000005
2026-05-12,19:00:00,140.6,27.0,18.79,9.92,62.5,22.92,-0.99,4.21,73.8,1.034,47.6,0.094,2026-05-12 19:00:00,93.0,78.1,1.8941532258064515,591.9259999999999,3222.552
2026-05-12,21:00:00,141.6,24.0,19.03,9.55,62.5,22.41,-1.08,3.91,78.6,1.039,49.5,0.082,2026-05-12 21:00:00,92.1,79.1,1.9926701570680627,553.656,3173.256
2026-05-12,23:00:00,140.6,23.7,18.42,9.22,63.8,22.65,-0.93,4.04,74.4,1.024,42.9,0.085,2026-05-12 23:00:00,97.69999999999999,76.8,1.997830802603037,568.024,3184.5899999999997
2026-05-13,01:00:00,138.7,20.6,19.69,8.99,62.7,21.19,-0.99,3.93,76.0,1.026,45.4,0.092,2026-05-13 01:00:00,93.29999999999998,75.99999999999999,2.1902113459399333,545.091,2939.053
2026-05-13,03:00:00,136.4,22.4,20.08,9.11,59.2,20.38,-0.9,3.4,76.5,1.021,46.4,0.124,2026-05-13 03:00:00,90.0,77.2,2.20417124039517,463.76,2779.832
2026-05-13,05:00:00,137.8,25.6,19.1,8.86,64.1,22.43,-0.94,3.62,73.4,1.024,48.9,0.096,2026-05-13 05:00:00,88.9,73.70000000000002,2.1557562076749437,498.83600000000007,3090.8540000000003
2026-05-13,07:00:00,141.1,25.0,20.52,9.17,61.6,20.16,-1.11,4.13,75.8,1.039,44.1,0.092,2026-05-13 07:00:00,97.0,79.5,2.23773173391494,582.7429999999999,2844.576
2026-05-13,09:00:00,137.0,28.3,18.57,8.17,60.5,21.97,-0.86,3.6,71.3,1.019,44.0,0.106,2026-05-13 09:00:00,93.0,76.5,2.2729498164014688,493.2,3009.89
2026-05-13,11:00:00,142.9,28.6,19.34,9.2,59.3,21.73,-1.07,4.15,79.2,1.025,47.4,0.068,2026-05-13 11:00:00,95.5,83.60000000000001,2.1021739130434782,593.0350000000001,3105.217
2026-05-13,13:00:00,138.3,31.1,19.53,9.79,60.6,20.82,-1.21,3.87,79.5,1.039,44.7,0.085,2026-05-13 13:00:00,93.60000000000001,77.70000000000002,1.9948927477017369,535.221,2879.4060000000004
2026-05-13,15:00:00,141.7,29.3,19.59,9.2,62.0,21.63,-1.01,3.99,75.6,1.026,46.7,0.079,2026-05-13 15:00:00,94.99999999999999,79.69999999999999,2.1293478260869567,565.383,3064.9709999999995
2026-05-13,17:00:00,141.2,27.8,19.42,9.23,66.6,21.59,-1.18,4.38,76.9,1.026,47.3,0.066,2026-05-13 17:00:00,93.89999999999999,74.6,2.1040086673889493,618.4559999999999,3048.508
2026-05-13,19:00:00,140.3,27.1,21.07,9.69,63.2,22.82,-1.0,4.04,78.1,1.026,46.8,0.066,2026-05-13 19:00:00,93.50000000000001,77.10000000000001,2.174406604747162,566.812,3201.646
2026-05-13,23:00:00,141.5,19.2,21.09,9.22,64.1,22.66,-1.14,3.92,79.4,1.028,50.3,0.047,2026-05-13 23:00:00,91.2,77.4,2.2874186550976137,554.68,3206.39
2026-05-14,01:00:00,143.4,21.1,19.68,9.42,65.2,23.55,-0.77,4.13,75.5,1.026,51.5,0.065,2026-05-14 01:00:00,91.9,78.2,2.089171974522293,592.242,3377.07
2026-05-14,05:00:00,139.4,23.6,19.12,9.14,61.9,21.95,-0.98,3.9,75.7,1.025,42.6,0.076,2026-05-14 05:00:00,96.80000000000001,77.5,2.0919037199124726,543.66,3059.83
2026-05-14,07:00:00,137.3,24.4,18.38,9.27,63.1,22.9,-1.01,3.93,78.0,1.026,49.1,0.103,2026-05-14 07:00:00,88.20000000000002,74.20000000000002,1.982740021574973,539.589,3144.17
2026-05-14,09:00:00,135.9,27.7,21.25,10.52,62.2,21.41,-1.03,4.22,80.2,1.023,47.6,0.118,2026-05-14 09:00:00,88.30000000000001,73.7,2.0199619771863118,573.4979999999999,2909.619
2026-05-14,11:00:00,139.5,30.0,20.08,9.67,61.5,22.55,-1.25,4.16,82.6,1.035,44.8,0.079,2026-05-14 11:00:00,94.7,78.0,2.0765253360910028,580.32,3145.725
2026-05-14,13:00:00,140.4,28.0,19.95,8.64,59.1,21.94,-1.07,3.7,75.1,1.021,47.2,0.068,2026-05-14 13:00:00,93.2,81.30000000000001,2.3090277777777777,519.48,3080.376
2026-05-14,15:00:00,139.2,29.6,19.21,8.8,60.7,22.67,-0.96,3.88,74.9,1.023,47.1,0.097,2026-05-14 15:00:00,92.1,78.49999999999999,2.1829545454545456,540.0959999999999,3155.6639999999998
2026-05-14,17:00:00,138.8,27.7,18.64,9.05,59.2,22.5,-0.87,4.01,74.6,1.014,46.1,0.096,2026-05-14 17:00:00,92.70000000000002,79.60000000000001,2.0596685082872925,556.588,3123.0000000000005
2026-05-14,19:00:00,139.6,25.1,19.01,8.53,60.1,22.92,-0.93,3.81,77.8,1.019,44.1,0.078,2026-05-14 19:00:00,95.5,79.5,2.228604923798359,531.876,3199.632
2026-05-14,21:00:00,140.4,24.4,20.0,9.03,60.5,21.64,-1.18,3.92,78.6,1.006,46.5,0.091,2026-05-14 21:00:00,93.9,79.9,2.2148394241417497,550.368,3038.2560000000003
2026-05-14,23:00:00,140.8,21.8,19.56,9.55,59.6,21.07,-1.14,4.38,78.0,1.019,46.9,0.092,2026-05-14 23:00:00,93.9,81.20000000000002,2.0481675392670153,616.7040000000001,2966.6560000000004
2026-05-15,01:00:00,139.7,20.2,20.04,9.93,61.0,22.66,-1.02,4.44,79.1,1.035,46.5,0.14,2026-05-15 01:00:00,93.19999999999999,78.69999999999999,2.0181268882175227,620.268,3165.602
2026-05-15,03:00:00,138.3,20.9,20.64,9.61,58.4,21.81,-1.15,4.08,83.5,1.019,46.9,0.095,2026-05-15 03:00:00,91.4,79.9,2.1477627471383975,564.264,3016.323
2026-05-15,05:00:00,138.4,21.5,19.81,9.78,61.4,22.19,-0.97,4.25,79.9,1.028,47.9,0.102,2026-05-15 05:00:00,90.5,77.0,2.0255623721881393,588.2,3071.0960000000005
2026-05-15,07:00:00,139.7,26.7,19.78,9.59,61.3,23.32,-1.11,3.98,76.5,1.019,43.6,0.084,2026-05-15 07:00:00,96.1,78.39999999999999,2.0625651720542235,556.006,3257.8039999999996
2026-05-15,09:00:00,142.1,27.3,20.09,8.89,60.4,22.67,-1.1,4.07,78.5,1.021,48.0,0.079,2026-05-15 09:00:00,94.1,81.69999999999999,2.2598425196850394,578.347,3221.407
2026-05-15,11:00:00,136.9,28.9,18.71,9.56,60.5,21.15,-0.89,3.78,75.4,1.025,45.0,0.118,2026-05-15 11:00:00,91.9,76.4,1.957112970711297,517.482,2895.435
2026-05-15,13:00:00,138.2,29.5,18.89,9.01,61.5,21.91,-1.14,4.1,77.4,1.024,45.6,0.114,2026-05-15 13:00:00,92.6,76.69999999999999,2.0965593784683687,566.6199999999999,3027.962
2026-05-15,15:00:00,141.5,27.7,20.96,9.62,62.7,22.78,-1.08,4.45,80.4,1.025,47.1,0.076,2026-05-15 15:00:00,94.4,78.8,2.178794178794179,629.6750000000001,3223.3700000000003
2026-05-15,17:00:00,140.5,27.2,20.34,10.11,63.2,22.51,-1.24,4.55,83.0,1.032,44.2,0.076,2026-05-15 17:00:00,96.3,77.3,2.0118694362017804,639.275,3162.655
2026-05-15,21:00:00,140.5,23.8,19.96,10.17,64.1,21.24,-0.99,4.24,79.9,1.031,44.5,0.071,2026-05-15 21:00:00,96.0,76.4,1.9626352015732547,595.72,2984.22
2026-05-15,23:00:00,142.1,21.0,19.14,9.79,63.1,22.55,-1.07,4.13,81.2,1.017,49.2,0.072,2026-05-15 23:00:00,92.89999999999999,79.0,1.9550561797752812,586.8729999999999,3204.355
2026-05-16,01:00:00,138.0,18.9,20.75,9.94,56.8,20.96,-1.17,4.12,84.9,1.033,45.4,0.121,2026-05-16 01:00:00,92.6,81.2,2.087525150905433,568.5600000000001,2892.48
2026-05-16,03:00:00,142.2,20.1,20.38,10.56,64.5,21.34,-1.31,4.44,82.9,1.033,49.4,0.09,2026-05-16 03:00:00,92.79999999999998,77.69999999999999,1.9299242424242422,631.368,3034.548
2026-05-16,05:00:00,142.0,21.9,20.47,9.9,59.2,21.98,-1.09,4.53,78.6,1.026,46.0,0.095,2026-05-16 05:00:00,96.0,82.8,2.0676767676767676,643.26,3121.16
2026-05-16,07:00:00,138.8,25.8,21.48,10.0,60.5,21.84,-1.28,4.07,81.6,1.029,40.0,0.105,2026-05-16 07:00:00,98.80000000000001,78.30000000000001,2.148,564.916,3031.3920000000003
2026-05-16,09:00:00,140.0,28.1,20.13,9.92,61.0,21.4,-0.94,4.23,78.3,1.017,44.4,0.103,2026-05-16 09:00:00,95.6,79.0,2.029233870967742,592.2,2996.0
2026-05-16,11:00:00,140.9,28.8,20.38,9.16,63.2,23.01,-1.41,4.52,84.3,1.01,44.1,0.061,2026-05-16 11:00:00,96.80000000000001,77.7,2.224890829694323,636.8679999999999,3242.1090000000004
2026-05-16,13:00:00,141.5,29.5,19.75,9.66,60.7,22.48,-1.06,4.58,79.7,1.024,45.9,0.089,2026-05-16 13:00:00,95.6,80.8,2.0445134575569357,648.07,3180.92
2026-05-16,15:00:00,140.8,28.6,18.96,9.6,55.8,21.78,-1.01,4.36,76.3,1.022,44.2,0.109,2026-05-16 15:00:00,96.60000000000001,85.00000000000001,1.975,613.8880000000001,3066.6240000000003
2026-05-16,17:00:00,139.2,28.5,20.99,9.3,60.7,20.76,-1.27,4.27,81.1,1.015,43.6,0.108,2026-05-16 17:00:00,95.6,78.49999999999999,2.256989247311828,594.3839999999999,2889.792
2026-05-16,19:00:00,138.4,23.6,19.2,9.77,59.1,22.04,-1.12,4.29,80.5,1.026,45.0,0.112,2026-05-16 19:00:00,93.4,79.30000000000001,1.9651995905834185,593.736,3050.336
2026-05-16,21:00:00,140.5,20.3,20.07,9.22,60.9,22.07,-1.21,4.09,76.7,1.006,45.4,0.071,2026-05-16 21:00:00,95.1,79.6,2.1767895878524945,574.645,3100.835
2026-05-16,23:00:00,140.3,21.0,20.73,8.37,56.4,22.39,-1.02,4.27,76.1,1.016,46.4,0.071,2026-05-16 23:00:00,93.9,83.9,2.4767025089605736,599.081,3141.3170000000005
2026-05-17,01:00:00,139.2,19.1,19.2,9.24,58.6,22.32,-0.95,3.55,75.6,1.022,46.0,0.084,2026-05-17 01:00:00,93.19999999999999,80.6,2.0779220779220777,494.1599999999999,3106.944
2026-05-17,03:00:00,145.2,21.2,19.91,9.35,59.6,21.62,-1.1,4.41,79.5,1.029,47.9,0.058,2026-05-17 03:00:00,97.29999999999998,85.6,2.1294117647058823,640.332,3139.2239999999997
2026-05-17,05:00:00,137.5,21.1,19.69,9.57,61.4,22.08,-1.09,4.17,79.0,1.028,44.9,0.077,2026-05-17 05:00:00,92.6,76.1,2.057471264367816,573.375,3035.9999999999995
2026-05-17,07:00:00,140.1,22.2,20.45,9.54,60.0,21.99,-0.98,3.94,79.1,1.033,46.2,0.078,2026-05-17 07:00:00,93.89999999999999,80.1,2.1436058700209646,551.9939999999999,3080.7989999999995
2026-05-17,09:00:00,141.0,26.7,19.68,9.23,61.4,22.0,-0.94,3.8,78.8,1.021,47.9,0.088,2026-05-17 09:00:00,93.1,79.6,2.132177681473456,535.8,3102.0
2026-05-17,11:00:00,141.7,25.1,18.95,8.87,57.2,21.33,-0.97,3.85,74.2,1.02,44.9,0.109,2026-05-17 11:00:00,96.79999999999998,84.49999999999999,2.13641488162345,545.545,3022.4609999999993
2026-05-17,13:00:00,143.2,28.7,18.88,8.73,57.5,22.5,-0.8,4.21,76.7,1.02,44.4,0.083,2026-05-17 13:00:00,98.79999999999998,85.69999999999999,2.1626575028636883,602.872,3221.9999999999995
2026-05-17,15:00:00,139.8,26.7,19.53,8.87,55.9,22.66,-0.89,3.95,75.9,1.024,41.1,0.087,2026-05-17 15:00:00,98.70000000000002,83.9,2.2018038331454344,552.21,3167.8680000000004
2026-05-17,17:00:00,140.9,28.0,18.84,9.09,60.4,21.34,-0.84,4.12,75.0,1.022,44.4,0.094,2026-05-17 17:00:00,96.5,80.5,2.072607260726073,580.508,3006.806
2026-05-17,19:00:00,138.4,23.4,19.16,9.14,61.4,22.77,-1.02,3.44,72.7,1.014,43.3,0.082,2026-05-17 19:00:00,95.10000000000001,77.0,2.096280087527352,476.096,3151.368
2026-05-17,21:00:00,141.4,22.7,19.11,9.18,59.1,22.06,-0.88,3.94,79.0,1.016,48.3,0.091,2026-05-17 21:00:00,93.10000000000001,82.30000000000001,2.081699346405229,557.116,3119.284
2026-05-17,23:00:00,139.0,21.5,19.16,8.86,55.5,22.26,-1.05,3.73,72.8,1.028,41.6,0.094,2026-05-17 23:00:00,97.4,83.5,2.162528216704289,518.47,3094.1400000000003
2026-05-18,01:00:00,139.8,18.1,18.39,8.19,58.0,22.12,-0.99,3.99,74.5,1.015,46.8,0.1,2026-05-18 01:00:00,93.00000000000001,81.80000000000001,2.2454212454212454,557.802,3092.376
2026-05-18,03:00:00,139.4,20.3,19.24,8.81,60.4,21.45,-1.07,3.84,75.8,1.024,46.6,0.089,2026-05-18 03:00:00,92.80000000000001,79.0,2.183881952326901,535.296,2990.13
2026-05-18,05:00:00,136.5,21.8,18.65,8.95,59.9,21.66,-0.89,3.64,75.1,1.017,43.4,0.113,2026-05-18 05:00:00,93.1,76.6,2.083798882681564,496.86,2956.59
2026-05-18,07:00:00,141.2,24.5,19.79,9.0,63.2,22.56,-1.08,4.16,76.7,1.029,48.3,0.085,2026-05-18 07:00:00,92.89999999999999,77.99999999999999,2.198888888888889,587.3919999999999,3185.4719999999998
2026-05-18,09:00:00,142.4,24.9,20.25,9.4,60.3,22.14,-1.21,4.38,78.2,1.028,47.5,0.095,2026-05-18 09:00:00,94.9,82.10000000000001,2.154255319148936,623.712,3152.7360000000003
2026-05-18,11:00:00,140.3,31.4,19.95,9.57,62.2,21.91,-1.15,3.82,77.4,1.028,44.6,0.079,2026-05-18 11:00:00,95.70000000000002,78.10000000000001,2.0846394984326015,535.946,3073.9730000000004
2026-05-18,13:00:00,140.9,28.1,19.6,9.79,60.3,21.1,-0.95,4.29,79.1,1.035,46.7,0.087,2026-05-18 13:00:00,94.2,80.60000000000001,2.0020429009193057,604.461,2972.9900000000002
2026-05-18,15:00:00,141.8,26.2,20.41,8.97,58.5,22.4,-1.01,3.94,78.0,1.014,47.8,0.079,2026-05-18 15:00:00,94.00000000000001,83.30000000000001,2.2753623188405796,558.692,3176.32
2026-05-18,17:00:00,142.9,25.8,19.85,9.87,58.9,22.62,-1.08,4.14,76.8,1.021,47.6,0.08,2026-05-18 17:00:00,95.30000000000001,84.0,2.011144883485309,591.606,3232.398
2026-05-18,19:00:00,142.9,23.5,21.15,9.19,62.7,20.91,-1.12,4.2,80.5,1.024,44.3,0.07,2026-05-18 19:00:00,98.60000000000001,80.2,2.3014145810663766,600.1800000000001,2988.039
2026-05-18,21:00:00,141.7,22.3,20.11,8.91,59.7,22.33,-1.11,4.14,81.0,1.026,46.2,0.071,2026-05-18 21:00:00,95.49999999999999,81.99999999999999,2.2570145903479237,586.6379999999999,3164.1609999999996
2026-05-18,23:00:00,140.3,20.5,19.6,10.04,62.5,21.51,-0.91,4.24,77.5,1.021,49.6,0.1,2026-05-18 23:00:00,90.70000000000002,77.80000000000001,1.9521912350597612,594.8720000000001,3017.8530000000005
2026-05-19,01:00:00,139.8,19.6,19.59,10.29,64.9,22.13,-1.11,4.35,81.1,1.013,48.6,0.1,2026-05-19 01:00:00,91.20000000000002,74.9,1.903790087463557,608.13,3093.774
2026-05-19,03:00:00,140.6,20.8,19.14,9.49,63.0,22.3,-0.89,3.94,71.9,1.031,47.3,0.08,2026-05-19 03:00:00,93.3,77.6,2.0168598524762906,553.9639999999999,3135.38
2026-05-19,05:00:00,139.1,22.8,18.47,8.77,58.8,22.46,-0.94,3.64,74.9,1.035,43.6,0.107,2026-05-19 05:00:00,95.5,80.3,2.106043329532497,506.324,3124.186
2026-05-19,07:00:00,139.7,24.3,19.55,8.56,61.1,23.02,-0.86,4.15,74.9,1.021,44.8,0.086,2026-05-19 07:00:00,94.89999999999999,78.6,2.2838785046728973,579.755,3215.894
2026-05-19,09:00:00,139.9,24.7,20.1,9.06,58.0,23.11,-1.02,4.06,74.7,1.025,47.0,0.109,2026-05-19 09:00:00,92.9,81.9,2.218543046357616,567.9939999999999,3233.089
2026-05-19,13:00:00,138.5,28.2,20.16,9.57,59.3,21.01,-1.12,3.8,77.4,1.034,47.3,0.102,2026-05-19 13:00:00,91.2,79.2,2.1065830721003134,526.3,2909.885
2026-05-19,15:00:00,139.5,27.0,19.39,9.91,62.1,21.58,-0.91,3.87,76.0,1.023,43.9,0.111,2026-05-19 15:00:00,95.6,77.4,1.956609485368315,539.865,3010.41
2026-05-19,17:00:00,138.7,26.6,19.11,9.06,60.8,21.17,-0.83,3.67,77.0,1.021,44.5,0.113,2026-05-19 17:00:00,94.19999999999999,77.89999999999999,2.109271523178808,509.02899999999994,2936.279
2026-05-19,19:00:00,141.0,27.0,19.34,9.18,60.9,22.76,-0.88,4.1,77.1,1.018,47.8,0.071,2026-05-19 19:00:00,93.2,80.1,2.106753812636166,578.0999999999999,3209.1600000000003
2026-05-19,21:00:00,143.7,20.1,19.14,9.04,59.2,23.61,-1.12,4.16,78.4,1.015,49.2,0.05,2026-05-19 21:00:00,94.49999999999999,84.49999999999999,2.117256637168142,597.7919999999999,3392.7569999999996
2026-05-19,23:00:00,139.5,20.1,19.03,9.06,64.1,22.49,-0.91,3.91,76.5,1.011,47.0,0.094,2026-05-19 23:00:00,92.5,75.4,2.1004415011037527,545.445,3137.3549999999996
2026-05-20,01:00:00,137.3,19.1,19.94,9.32,59.1,22.09,-1.15,3.87,76.7,1.003,44.1,0.114,2026-05-20 01:00:00,93.20000000000002,78.20000000000002,2.139484978540773,531.3510000000001,3032.9570000000003
2026-05-20,03:00:00,139.9,21.1,19.53,9.12,60.0,23.34,-0.98,3.63,76.6,1.023,47.0,0.101,2026-05-20 03:00:00,92.9,79.9,2.141447368421053,507.837,3265.266
2026-05-20,05:00:00,138.3,21.6,19.39,8.96,60.4,21.72,-0.99,3.93,75.3,1.034,43.6,0.093,2026-05-20 05:00:00,94.70000000000002,77.9,2.1640625,543.5190000000001,3003.876
2026-05-20,07:00:00,141.8,22.5,18.93,9.76,61.6,22.23,-0.98,4.13,79.3,1.032,43.8,0.078,2026-05-20 07:00:00,98.00000000000001,80.20000000000002,1.9395491803278688,585.634,3152.2140000000004
2026-05-20,09:00:00,141.1,24.5,21.18,9.57,60.8,21.93,-1.2,4.3,81.5,1.019,43.9,0.089,2026-05-20 09:00:00,97.19999999999999,80.3,2.2131661442006267,606.7299999999999,3094.323
2026-05-20,11:00:00,140.9,26.8,20.73,9.97,62.4,23.13,-1.06,4.48,80.3,1.028,44.9,0.077,2026-05-20 11:00:00,96.0,78.5,2.079237713139418,631.2320000000001,3259.017
2026-05-20,13:00:00,139.0,28.1,21.04,10.31,63.5,21.3,-1.16,3.98,83.3,1.023,42.4,0.115,2026-05-20 13:00:00,96.6,75.5,2.0407371483996117,553.22,2960.7000000000003
2026-05-20,15:00:00,139.3,27.3,20.98,10.32,61.7,21.5,-1.23,4.32,82.4,1.033,46.7,0.105,2026-05-20 15:00:00,92.60000000000001,77.60000000000001,2.0329457364341086,601.7760000000001,2994.9500000000003
2026-05-20,17:00:00,138.9,25.2,20.63,10.16,63.4,22.44,-1.3,4.49,79.6,1.024,46.9,0.091,2026-05-20 17:00:00,92.0,75.5,2.0305118110236218,623.6610000000001,3116.916
2026-05-20,19:00:00,140.2,25.6,20.41,10.58,60.6,21.12,-0.97,4.56,80.9,1.026,46.4,0.109,2026-05-20 19:00:00,93.79999999999998,79.6,1.9291115311909264,639.3119999999999,2961.024
2026-05-20,21:00:00,140.6,19.2,19.32,10.13,60.4,21.6,-0.93,4.3,80.3,1.026,48.5,0.091,2026-05-20 21:00:00,92.1,80.19999999999999,1.9072063178677194,604.5799999999999,3036.96
2026-05-20,23:00:00,140.1,21.5,21.48,10.24,62.3,21.55,-1.15,4.26,79.6,1.023,47.8,0.082,2026-05-20 23:00:00,92.3,77.8,2.09765625,596.8259999999999,3019.155
2026-05-21,01:00:00,141.3,18.0,20.48,10.3,60.7,21.7,-1.29,4.59,83.1,1.022,49.7,0.097,2026-05-21 01:00:00,91.60000000000001,80.60000000000001,1.9883495145631067,648.567,3066.21
2026-05-21,03:00:00,139.5,19.1,20.65,10.6,60.4,20.85,-1.12,4.5,82.1,1.012,49.7,0.112,2026-05-21 03:00:00,89.8,79.1,1.9481132075471697,627.75,2908.5750000000003
2026-05-21,05:00:00,139.7,20.9,20.64,10.15,64.1,22.04,-1.14,4.35,82.1,1.015,44.4,0.106,2026-05-21 05:00:00,95.29999999999998,75.6,2.033497536945813,607.6949999999999,3078.988
2026-05-21,07:00:00,138.4,24.4,20.51,9.75,64.0,22.38,-1.03,4.0,79.7,1.024,45.2,0.099,2026-05-21 07:00:00,93.2,74.4,2.103589743589744,553.6,3097.392
2026-05-21,09:00:00,137.1,26.0,20.46,9.72,60.0,20.97,-1.17,4.02,78.9,1.034,41.8,0.087,2026-05-21 09:00:00,95.3,77.1,2.1049382716049383,551.1419999999999,2874.9869999999996
2026-05-21,11:00:00,139.4,28.3,19.48,10.33,60.3,21.53,-1.15,4.18,82.8,1.022,48.8,0.105,2026-05-21 11:00:00,90.60000000000001,79.10000000000001,1.8857696030977735,582.692,3001.282
2026-05-21,13:00:00,141.0,27.3,20.51,9.64,58.8,21.27,-1.14,3.91,78.2,1.017,47.7,0.088,2026-05-21 13:00:00,93.3,82.2,2.1275933609958506,551.3100000000001,2999.07
2026-05-21,15:00:00,140.9,29.5,20.37,9.68,61.3,20.25,-1.13,4.28,80.7,1.021,47.6,0.095,2026-05-21 15:00:00,93.30000000000001,79.60000000000001,2.104338842975207,603.052,2853.225
2026-05-21,17:00:00,141.1,26.8,19.31,9.45,63.0,22.53,-1.12,4.09,78.6,1.025,46.2,0.065,2026-05-21 17:00:00,94.89999999999999,78.1,2.0433862433862435,577.0989999999999,3178.983
2026-05-21,19:00:00,138.1,26.4,19.65,9.81,60.7,21.83,-1.0,4.26,78.0,1.031,43.8,0.109,2026-05-21 19:00:00,94.3,77.39999999999999,2.003058103975535,588.3059999999999,3014.7229999999995
2026-05-21,21:00:00,142.3,21.6,18.45,9.57,61.4,21.49,-1.11,4.23,79.6,1.01,44.8,0.092,2026-05-21 21:00:00,97.50000000000001,80.9,1.9278996865203761,601.9290000000001,3058.027
2026-05-21,23:00:00,138.5,18.9,19.9,9.74,61.6,21.21,-0.93,3.94,78.8,1.024,47.6,0.098,2026-05-21 23:00:00,90.9,76.9,2.0431211498973303,545.6899999999999,2937.585
2026-05-22,03:00:00,139.0,19.1,19.79,10.32,61.0,21.42,-1.02,4.25,79.8,1.038,46.4,0.091,2026-05-22 03:00:00,92.6,78.0,1.9176356589147285,590.75,2977.38
2026-05-22,07:00:00,138.6,25.5,20.25,10.29,61.7,21.23,-0.99,4.36,79.3,1.03,46.5,0.077,2026-05-22 07:00:00,92.1,76.89999999999999,1.9679300291545192,604.296,2942.478
2026-05-22,09:00:00,139.4,25.1,20.09,9.99,61.0,22.02,-0.99,4.16,78.0,1.017,44.4,0.094,2026-05-22 09:00:00,95.0,78.4,2.011011011011011,579.904,3069.588
2026-05-22,11:00:00,144.8,27.3,20.88,9.85,62.8,22.83,-1.16,4.48,80.1,1.031,49.8,0.072,2026-05-22 11:00:00,95.00000000000001,82.00000000000001,2.1197969543147206,648.7040000000001,3305.784
2026-05-22,13:00:00,139.2,29.7,20.3,10.65,60.6,22.91,-1.08,4.62,81.0,1.028,43.7,0.099,2026-05-22 13:00:00,95.49999999999999,78.6,1.9061032863849765,643.1039999999999,3189.0719999999997
2026-05-22,15:00:00,143.2,27.1,21.24,10.4,60.8,21.27,-1.2,4.58,84.4,1.039,48.6,0.065,2026-05-22 15:00:00,94.6,82.39999999999999,2.042307692307692,655.856,3045.8639999999996
2026-05-22,17:00:00,141.8,25.8,21.88,10.52,63.4,21.73,-1.12,4.35,81.3,1.035,47.8,0.09,2026-05-22 17:00:00,94.00000000000001,78.4,2.079847908745247,616.83,3081.3140000000003
2026-05-22,19:00:00,142.0,24.8,21.15,10.28,60.1,20.84,-1.35,4.33,84.8,1.04,44.0,0.082,2026-05-22 19:00:00,98.0,81.9,2.057392996108949,614.86,2959.28
2026-05-22,21:00:00,140.9,22.8,20.15,10.39,64.0,20.45,-1.23,4.48,80.7,1.022,46.1,0.099,2026-05-22 21:00:00,94.80000000000001,76.9,1.9393647738209814,631.2320000000001,2881.405
2026-05-22,23:00:00,142.8,21.2,20.87,10.26,63.3,21.18,-1.19,4.37,83.3,1.025,46.9,0.083,2026-05-22 23:00:00,95.9,79.50000000000001,2.03411306042885,624.0360000000001,3024.5040000000004
2026-05-23,01:00:00,140.7,18.7,20.63,10.73,64.2,20.48,-1.39,4.7,85.3,1.026,49.1,0.102,2026-05-23 01:00:00,91.6,76.49999999999999,1.92264678471575,661.29,2881.5359999999996
2026-05-23,03:00:00,143.8,19.5,21.13,10.8,65.8,20.95,-1.28,5.02,88.4,1.041,49.2,0.074,2026-05-23 03:00:00,94.60000000000001,78.00000000000001,1.9564814814814813,721.876,3012.61
